id,spacegroup,Natoms,x_Al,x_Ga,x_In,a,b,c,alpha,beta,gamma,avg_HOMO,avg_rs_max,avg_rp_max,avg_mass,avg_rd_max,avg_LUMO,avg_EA,avg_electronegativity,avg_IP,alpha_r,beta_r,gamma_r,vol,atomic_density,formation_energy_ev_natom,bandgap_energy_ev
1844,194,80.0,0.2812,0.1875,0.5312,6.6846,6.6842,24.5705,90.0134,90.0036,119.9905,-2.7495072,1.082389,1.409543,81.65159275432,2.31006,0.49704059999999994,-0.25834031,1.737643,-5.65771538,1.571030200914664,1.5708591586479685,2.094229296114256,950.8478564188508,0.08413543708380597,0.3796,0.8778
1845,227,40.0,0.5625,0.25,0.1875,9.8456,5.7176,14.1245,91.1234,91.3032,30.573,-2.7220625,1.0875,1.4368750000000001,54.1362404625,2.6531249999999997,0.3698125,-0.22978749999999998,1.691875,-5.7440625,1.590403355611801,1.593541457606887,0.5335995122122263,404.31845686280667,0.0989319169606269,0.2517,1.9433
1846,206,80.0,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,-2.773125,1.0950000000000002,1.4037499999999998,103.838442325,2.08625,0.654125,-0.305475,1.75875,-5.567725,1.5708050534411566,1.5708085440996604,1.5707841094901327,1038.6269409438355,0.07702476880418804,0.0799,1.1465
1847,227,40.0,0.25,0.625,0.125,10.2624,5.8824,14.6173,96.0146,94.9815,30.1406,-2.72975,1.0375,1.3800000000000001,64.67450965,2.37,0.260125,-0.1707,1.75625,-5.77355,1.6757708999853476,1.657739903482994,0.5260527085266028,440.6274940814261,0.09077962800162481,0.1669,1.8572
1848,33,80.0,0.3438,0.5625,0.0938,10.1877,8.7421,9.3644,90.0003,90.0017,90.0014,-2.7251178,1.0476109999999998,1.3942070000000002,59.26536887067999,2.46619,0.26483439999999997,-0.17823468999999997,1.738607,-5.779309619999999,1.5708015627826524,1.5708259973921805,1.5708207614044245,834.0111824092307,0.09592197525325959,0.1208,2.4577
1849,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486000000000001,90.0003,105.241,90.0,-2.7628776,1.0493800000000002,1.365628,96.500411,2.029364,0.465497,-0.22947272,1.792186,-5.65146096,1.5708015627826524,1.8368019580913524,1.5707963267948966,1007.5633115130677,0.07939947702131316,0.0444,1.2108
1850,167,30.0,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,-2.7245844999999997,1.096662,1.444161,56.06565556538,2.659135,0.4100754,-0.24564506,1.68584,-5.725717940000001,1.5706479738084769,1.57095689708608,2.0944195370027234,300.06701035694044,0.0999776682025589,0.21600000000000003,2.8968
1851,227,40.0,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,-2.7035625000000003,1.1037499999999998,1.4681250000000001,34.995562612499995,2.931875,0.32337499999999997,-0.22851249999999998,1.6475,-5.7871625,1.5877050765882177,1.5903928836362888,0.5326483077698895,391.2275308166618,0.10224229342066656,0.1708,2.4287
1852,33,40.0,0.0,0.0,1.0,5.6768,9.6396,10.2645,89.9999,89.9953,90.0003,-2.784,1.09,1.39,114.818,1.94,0.695,-0.3125,1.78,-5.5374,1.5707945814656445,1.5707142963200529,1.5708015627826524,561.6948014001825,0.0712130500412123,0.1861,0.7401
1853,206,80.0,0.5312,0.1562,0.3125,9.4581,9.4577,9.4579,90.0021,90.0027,89.9982,-2.7293848,1.095519,1.438921,61.10395090432,2.595674,0.43297509999999995,-0.25068803,1.694204,-5.70957634,1.5708329787091884,1.5708434506847004,1.5707649108683606,846.0268617631416,0.09455964534421278,0.2415,2.3631
1854,167,30.0,0.0,0.75,0.25,5.1894,5.1888,13.9059,90.0005,89.9999,120.0001,-2.745,1.015,1.345,80.99674999999999,2.105,0.27125,-0.1592,1.8025,-5.747999999999999,1.5708050534411566,1.5707945814656445,2.0943968477224475,324.27493043528193,0.09251408969460047,0.1387,1.8257
1855,33,80.0,0.7812,0.0625,0.1562,10.0525,8.6201,9.2504,90.0047,90.0019,90.001,-2.7125072,1.1148889999999998,1.472043,43.37023705432,2.8675599999999997,0.4041656,-0.25579030999999997,1.648893,-5.743915380000001,1.5708783572697402,1.5708294880506846,1.5708137800874167,801.5800442248226,0.09980288378731401,0.1767,3.1875
1856,206,80.0,0.25,0.4062,0.3438,9.6037,9.6035,9.6035,90.00299999999999,90.00299999999999,89.9965,-2.7411276,1.05938,1.393128,74.54129565,2.321864,0.38374699999999995,-0.21542271999999998,1.749686,-5.71211096,1.570848686672456,1.570848686672456,1.5707352402710768,885.7224742046501,0.09032174561432167,0.1935,1.8063
1857,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,-2.7068929000000006,1.114893,1.4765260000000002,37.85598141538,2.9330929999999995,0.37537689999999996,-0.24861076999999998,1.6406600000000002,-5.76239548,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041587,0.10860934060475641,0.0995,4.3239
1858,12,80.0,0.2188,0.5,0.2812,24.62,6.2643,6.1204,90.0,104.5208,90.0001,-2.7389644,1.048752,1.384068,73.05188224568,2.305996,0.3409524,-0.19800344,1.7578040000000001,-5.73088088,1.5707963267948966,1.824232096818489,1.5707980721241486,913.7790354871479,0.08754851763189218,0.187,1.4915
1859,206,80.0,0.4062,0.4688,0.125,9.3443,9.344,9.3439,90.0039,90.0039,89.9961,-2.724283,1.0593679999999999,1.406554,57.99829337932,2.51839,0.29730059999999997,-0.19384884,1.72501,-5.76758316,1.5708643946357244,1.5708643946357244,1.5707282589540688,815.8452357011381,0.09805781354014764,0.1538,2.6667
1860,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,-2.7115845000000003,1.071662,1.4291610000000001,44.791905565380006,2.714135,0.26882540000000005,-0.19454506,1.69334,-5.795917940000001,1.5706375018329648,1.5709760957078518,2.094414301014967,278.9840366234971,0.10753303437388606,0.0502,4.0502
1861,33,80.0,0.2812,0.2188,0.5,10.6676,9.1079,9.7329,90.0012,89.9996,90.0004,-2.748158,1.079368,1.407804,80.25160105431999,2.31714,0.4794256,-0.25197384,1.73876,-5.66705816,1.5708172707459205,1.5707893454778887,1.5708033081119046,945.6430553144248,0.08459851690382279,0.2249,1.3424
1862,227,40.0,0.75,0.0,0.25,10.1064,5.8488,14.2323,88.3398,88.0867,30.2409,-2.71875,1.1199999999999999,1.4725,48.94065395,2.8175,0.44975,-0.27035,1.6525,-5.71935,1.5418203705532865,1.537402942216489,0.5278032737663533,423.46114886494166,0.09445966910357004,0.4183,1.8719999999999999
1863,206,80.0,0.3438,0.0,0.6562,9.8415,9.8412,9.8416,90.0008,90.0013,89.9993,-2.7540894,1.103752,1.427818,84.61982457068001,2.3422460000000003,0.5825774,-0.29317844,1.7215540000000003,-5.62080588,1.5708102894289124,1.5708190160751725,1.5707841094901327,953.1803138942827,0.08392955544072725,0.2245,1.4089
1864,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,-2.7144184000000005,1.11167,1.467502,45.184240450000004,2.835826,0.4026855,-0.25332347999999993,1.654999,-5.74274064,1.5705973592601692,1.5710110022928918,2.0944230276612275,286.3411969529093,0.10477011453204793,0.1632,3.4006
1865,33,80.0,0.7812,0.0312,0.1875,10.0872,8.6463,9.2769,90.0049,90.0018,90.0009,-2.7141348,1.1180189999999999,1.4739209999999998,44.78171055432,2.860674,0.4218501,-0.26218803,1.6479540000000001,-5.735126340000001,1.5708818479282445,1.5708277427214326,1.5708120347581647,809.1029882750197,0.09887492835807875,0.2173,2.8658
1866,33,80.0,0.8438,0.0938,0.0625,9.9193,8.5165,9.147,90.0049,90.0022,90.0012,-2.7059902,1.1144809999999998,1.4773290000000001,36.483164670680004,2.948076,0.3661499,-0.24593696999999995,1.6395460000000002,-5.768998660000001,1.5708818479282445,1.5708347240384404,1.5708172707459205,772.7176870972172,0.10353069605605525,0.1206,3.792
1867,194,80.0,0.0,0.7812,0.2188,6.5464,6.5463,24.3802,89.9947,90.0047,119.9912,-2.7433776,1.01188,1.343128,79.589786,2.111864,0.253622,-0.15282272,1.803436,-5.75676096,1.5707038243445408,1.5708783572697402,2.09424151341902,904.9088585021372,0.08840669339055991,0.1181,1.6023
1868,12,80.0,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,-2.7318750000000005,1.0675,1.40875,64.968701975,2.46125,0.36050000000000004,-0.214775,1.7275,-5.733675,1.5707928361363925,1.8237154793598989,1.5707980721241486,889.8043469963771,0.08990740522907978,0.1485,2.0140000000000002
1869,167,30.0,0.6667,0.1667,0.1667,4.9811,4.9808,13.4799,89.99,90.0109,120.0014,-2.7176071,1.100107,1.453474,48.751576484619996,2.756907,0.38287309999999997,-0.24098922999999997,1.67184,-5.74650452,1.570621793869697,1.5709865676833639,2.0944195370027234,289.6246550392132,0.10358234175863999,0.1439,3.4281
1870,12,80.0,0.375,0.2188,0.4062,24.4246,6.2898,6.2170000000000005,89.9998,104.9005,90.0001,-2.7399974,1.08312,1.4181219999999999,72.01254097500001,2.4268859999999997,0.44875299999999996,-0.24670228,1.722814,-5.68981404,1.5707928361363925,1.8308591119883115,1.5707980721241486,922.9758261400281,0.08667615958542224,0.1762,1.8523
1871,206,80.0,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,-2.7210625000000004,1.03375,1.3831250000000002,56.3662933125,2.456875,0.204375,-0.1544125,1.7475,-5.806262500000001,1.5708870839160003,1.5708801025989922,1.5707020790152888,797.2340454749497,0.10034694385428591,0.0843,2.9803
1872,33,80.0,0.4375,0.4688,0.0938,10.1439,8.7047,9.3286,90.0012,90.0018,90.0014,-2.7218383000000004,1.0607289999999998,1.410136,55.2604939375,2.555205,0.287135,-0.19212102999999997,1.7198670000000003,-5.775730279999999,1.5708172707459205,1.5708277427214326,1.5708207614044245,823.7117067769806,0.09712135853091615,0.1364,2.6141
1873,12,20.0,0.0,0.5,0.5,12.3949,3.2244,6.3896,90.0003,105.0105,90.0,-2.758,1.04,1.3599999999999999,92.2705,2.05,0.4125,-0.2103,1.795,-5.6777999999999995,1.5708015627826524,1.8327789741655052,1.5707963267948966,246.65393920197275,0.08108526490478218,0.1176,1.2519
1874,194,80.0,0.7188,0.1875,0.0938,6.2252,6.2249,23.6787,90.0146,90.0042,120.0017,-2.7119928000000004,1.1001109999999998,1.457957,43.237320845679996,2.8224400000000003,0.35408439999999997,-0.23380968999999996,1.6636069999999998,-5.76498462,1.5710511448656879,1.5708696306234802,2.0944247729904792,794.6332056984958,0.10067538007007733,0.2893,2.9493
1875,33,80.0,0.1875,0.0938,0.7188,10.954,9.3288,9.9543,90.001,89.99799999999999,90.0003,-2.7630882999999997,1.0882290000000001,1.405136,94.1302342875,2.180205,0.5807599999999999,-0.28282103,1.7511169999999998,-5.60978028,1.5708137800874167,1.5707614202098565,1.5708015627826524,1017.2067744547724,0.07864674322767894,0.28600000000000003,1.1209
1876,227,40.0,0.1875,0.5,0.3125,6.1012,6.1014,14.8424,90.0105,89.9849,119.9987,-2.7416875000000003,1.0474999999999999,1.380625,75.80116348749999,2.269375,0.3511875,-0.1997625,1.763125,-5.7232875,1.570979586366356,1.5705327820778454,2.0943724131129193,478.5035847543876,0.08359394009666972,0.2771,1.2431
1877,194,80.0,0.6562,0.0312,0.3125,6.4063,6.4059,24.006999999999998,90.0139,90.0135,119.9972,-2.7250097999999996,1.113019,1.4601709999999999,55.76126822932,2.714424,0.4627251,-0.26921302999999996,1.6692040000000001,-5.70480134,1.571038927560924,1.5710319462439157,2.09434623317414,853.2340026343996,0.09376091406694562,0.4257,1.4009
1878,206,80.0,0.5,0.0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,-2.7405,1.1099999999999999,1.4449999999999998,70.8997693,2.525,0.5315,-0.2844,1.695,-5.6587,1.5708137800874167,1.5708277427214326,1.5707841094901327,895.0981117719092,0.0893756773116574,0.2592,1.9579
1879,227,40.0,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,-2.743875,1.03875,1.37,78.472504825,2.21,0.33631249999999996,-0.1905,1.7756249999999998,-5.725675,1.589101339989813,1.5920753810352115,0.5297737504918548,473.3461691725013,0.08450475065622179,0.3782,0.7963
1880,194,80.0,0.875,0.0625,0.0625,6.1561,6.1557,23.5213,90.0097,90.005,120.0041,-2.704625,1.11875,1.4825,35.142658775,2.9775,0.3735625,-0.25054999999999994,1.6331250000000002,-5.767225000000001,1.5709656237323402,1.570883593257496,2.094466660892527,771.893006358609,0.10364130694407833,0.2612,2.0278
1881,227,40.0,0.5,0.25,0.25,10.2157,5.9135,14.3717,88.4381,88.2003,30.2631,-2.7275,1.085,1.43,59.626019299999996,2.5799999999999996,0.39025,-0.23329999999999998,1.7025000000000001,-5.728899999999999,1.5435360292079972,1.5393856362467546,0.5281907368602959,437.3332844783662,0.09146342485162184,0.3073,2.0187
1882,194,80.0,0.5,0.0625,0.4375,6.5466,6.5461,24.2852,90.0157,90.0113,119.9938,-2.73725,1.10375,1.44125,68.0813318,2.53875,0.49618749999999995,-0.271625,1.6968750000000001,-5.67625,1.5710703434874596,1.570993549000372,2.0942868919795714,901.3590807057155,0.08875486108972722,0.4197,1.3007
1883,12,80.0,0.0,0.7812,0.2188,24.8639,6.2915,6.101,90.0002,104.2773,90.0001,-2.7433776,1.01188,1.343128,79.589786,2.111864,0.253622,-0.15282272,1.803436,-5.75676096,1.5707998174534008,1.819982220089883,1.5707980721241486,924.9092567492181,0.08649497171341575,0.0162,1.6187
1884,206,80.0,0.5312,0.3125,0.1562,9.3196,9.3192,9.3192,90.0032,90.0035,89.9971,-2.7212572,1.0798889999999999,1.429543,54.05560240432,2.63006,0.3446656,-0.21874031000000002,1.6988930000000002,-5.75346538,1.5708521773309605,1.5708574133187163,1.5707457122465889,809.3838513202487,0.09884061792128149,0.1912,2.7613
1885,206,80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,-2.7739632999999997,1.083229,1.391386,105.1097919625,2.0339549999999997,0.6216349999999999,-0.28984603000000003,1.772367,-5.5794552799999995,1.5708120347581647,1.5708120347581647,1.5707736375146206,1038.1757472169058,0.07705824395769247,0.0882,0.9729
1886,12,20.0,0.125,0.0,0.875,12.2804,3.3116,6.7505,90.0002,105.9346,90.0,-2.773125,1.0950000000000002,1.4037499999999998,103.838442325,2.08625,0.654125,-0.305475,1.75875,-5.567725,1.5707998174534008,1.848907561783185,1.5707963267948966,263.9792592153658,0.07576352801143035,0.2606,0.9288
1887,206,80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,-2.7596224,1.04312,1.361872,93.677464,2.0431359999999996,0.43012799999999995,-0.21667728,1.794064,-5.6690390399999995,1.5708469413432042,1.5708399600261964,1.570730004283321,962.8692802412417,0.0830850060767921,0.1258,1.2399
1888,12,80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,-2.7476276000000004,1.0718800000000002,1.400628,80.17817065,2.294364,0.454372,-0.24097271999999997,1.745936,-5.67701096,1.5707963267948966,1.8328802032621212,1.5707980721241486,950.6583625820249,0.08415220772130685,0.1254,1.4913
1889,167,60.0,0.0,0.25,0.75,10.8972,5.4481,14.4666,89.9988,89.9993,120.0009,-2.771,1.0650000000000002,1.375,103.54425,1.995,0.55375,-0.2614,1.7875,-5.607600000000001,1.5707753828438729,1.5707841094901327,2.0944108103564636,743.7948352434028,0.0806674060601205,0.13,1.1275
1890,227,40.0,0.8125,0.0,0.1875,10.0065,5.7786,14.1615,93.257,93.0611,30.2331,-2.7133125,1.1224999999999998,1.479375,43.4508751125,2.890625,0.4293125,-0.26683749999999995,1.641875,-5.7345125,1.6276417005323518,1.624222600527695,0.5276671380846977,411.6347504261758,0.09717352570109059,0.3117,2.3555
1891,33,80.0,0.5625,0.25,0.1875,10.1894,8.7335,9.3604,90.0028,90.0016,90.001,-2.7220625,1.0875,1.4368750000000001,54.1362404625,2.6531249999999997,0.3698125,-0.22978749999999998,1.691875,-5.7440625,1.5708451960139522,1.5708242520629283,1.5708137800874167,832.9738032676315,0.09604143574044223,0.1641,2.5916
1892,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,-2.7144184000000005,1.11167,1.467502,45.184240450000004,2.835826,0.4026855,-0.25332347999999993,1.654999,-5.74274064,1.5705973592601692,1.5710110022928918,2.0944230276612275,286.3411969529093,0.10477011453204793,0.1483,3.5688
1893,227,40.0,0.6875,0.0,0.3125,10.0978,5.8551,14.227,84.3296,83.3947,30.9286,-2.7241875,1.1175,1.465625,54.4304327875,2.744375,0.4701875,-0.2738625,1.663125,-5.7041875,1.4718291768898102,1.4555120937129153,0.5398059030323182,429.4566658357574,0.09314094571604044,0.3612,1.6942
1894,167,30.0,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,-2.7434971,1.046668,1.378337,77.62816188462,2.2450390000000002,0.35798909999999995,-0.20093146,1.766661,-5.71824142,1.5707596748806048,1.5708364693676926,2.0944055743687073,324.7574257160386,0.09237664060753888,0.1877,1.9775
1895,206,80.0,0.0,0.375,0.625,9.9578,9.9578,9.9578,90.0023,90.00200000000001,89.9968,-2.7645,1.0525,1.3675,97.907375,2.0225,0.48312499999999997,-0.23585,1.79125,-5.6427,1.5708364693676926,1.5708312333799366,1.5707404762588326,987.3933471115399,0.08102140877698549,0.1113,1.1465
1896,33,80.0,0.875,0.0,0.125,9.974,8.5565,9.1881,90.0055,90.0021,90.001,-2.707875,1.125,1.48625,37.961096275,2.96375,0.408875,-0.263325,1.63125,-5.749675,1.570892319903756,1.5708329787091884,1.5708137800874167,784.1357048221531,0.10202315684393494,0.1173,3.7216
1897,12,20.0,0.25,0.75,0.0,12.3309,3.049,5.8260000000000005,89.9998,103.7468,90.0001,-2.72325,1.025,1.3725,59.037634649999994,2.3975,0.1895,-0.14515,1.76,-5.80865,1.5707928361363925,1.8107232484080529,1.5707980721241486,212.76530675663983,0.0940002874757957,0.0066,2.4501
1898,194,80.0,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.01100000000001,90.0041,119.992,-2.7430072,1.069889,1.402043,76.01471775432,2.33756,0.4264156,-0.23279031,1.741393,-5.692815380000001,1.570988313012616,1.5708678852942282,2.094255476053036,918.686359018047,0.08708086194455887,0.2983,1.0943
1899,12,80.0,0.5,0.3438,0.1562,24.3607,6.1143,5.9348,89.9996,104.2795,90.0002,-2.7226224,1.07562,1.424372,55.396108299999995,2.6006359999999997,0.337253,-0.21412728,1.705314,-5.75523904,1.5707893454778887,1.8200206173334268,1.5707998174534008,856.6689002968207,0.09338497052044425,0.1776,2.1641
1900,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,-2.7115845000000003,1.071662,1.4291610000000001,44.791905565380006,2.714135,0.26882540000000005,-0.19454506,1.69334,-5.795917940000001,1.5706375018329648,1.5709760957078518,2.094414301014967,278.9840366234971,0.10753303437388606,0.0609,3.8742
1901,33,80.0,0.25,0.0938,0.6562,10.8555,9.2514,9.8774,90.0014,89.9985,90.0003,-2.7573724,1.09062,1.411872,88.62897365,2.253136,0.560253,-0.27927728,1.7403140000000001,-5.6243890400000005,1.5708207614044245,1.5707701468561168,1.5708015627826524,991.9731833373127,0.08064734142394314,0.2592,1.2751
1902,12,80.0,0.0,0.9062,0.0938,24.8969,6.2215,5.9731,90.0002,103.9295,90.0001,-2.7368776,0.9993799999999999,1.335628,73.952911,2.139364,0.182997,-0.12727272,1.8071860000000002,-5.791860959999999,1.5707998174534008,1.8139119649514466,1.5707980721241486,898.0017262053037,0.08908668843884847,0.0139,1.8213
1903,12,80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127000000000001,89.9998,104.6466,90.0001,-2.7364901999999995,1.069481,1.407329,69.12764537068,2.418076,0.38839989999999996,-0.22293696999999998,1.732046,-5.71789866,1.5707928361363925,1.8264277210174982,1.5707980721241486,906.4870033361509,0.08825278211995914,0.1685,1.7993
1904,206,80.0,0.4062,0.375,0.2188,9.4274,9.4271,9.4271,90.0032,90.0034,89.9967,-2.7291606,1.0687479999999998,1.412182,62.22820437931999,2.4977539999999996,0.3502976,-0.21302155999999997,1.722196,-5.74124412,1.5708521773309605,1.5708556679894643,1.5707387309295808,837.8150551575363,0.0954864674578537,0.2083,2.2695
1905,33,80.0,0.5938,0.0625,0.3438,10.3481,8.8522,9.481,90.0037,90.001,90.0007,-2.7293678,1.107611,1.451707,59.85375352068,2.6486899999999998,0.4655844,-0.26638469,1.681107,-5.6995596200000005,1.5708609039772201,1.5708137800874167,1.5708085440996604,868.4923152164137,0.09211365327978216,0.2581,2.2951
1906,12,20.0,1.0,0.0,0.0,11.9413,2.9423,5.6725,89.9989,104.0172,90.0003,-2.697,1.13,1.5,26.9815386,3.11,0.368,-0.2563,1.61,-5.78,1.5707771281731249,1.8154426187054455,1.5708015627826524,193.36802315468364,0.10342971745644373,0.0254,4.4587
1907,33,40.0,0.125,0.1875,0.6875,5.4743,9.3275,9.9516,90.0002,89.99799999999999,90.0002,-2.763375,1.07625,1.3925,95.383129825,2.1275,0.5481874999999999,-0.26715,1.7643750000000002,-5.620375,1.5707998174534008,1.5707614202098565,1.5707998174534008,508.1439539749296,0.07871785089068183,0.2156,1.0662
1908,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,-2.72325,1.025,1.3725,59.037634649999994,2.3975,0.1895,-0.14515,1.76,-5.80865,1.5707369856003288,1.5708801025989922,2.0944003383809515,292.0274744225297,0.10273006010589777,0.0737,2.9957
1909,194,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,-2.7145,1.06,1.415,48.3522693,2.635,0.249,-0.18219999999999997,1.71,-5.7991,1.5711227033650195,1.5707701468561168,2.0944108103564636,795.4479767982816,0.10057225907092511,0.2097,2.6977
1910,167,30.0,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,-2.7275,1.085,1.43,59.626019299999996,2.5799999999999996,0.39025,-0.23329999999999998,1.7025000000000001,-5.728899999999999,1.5706706630887528,1.5709342078058042,2.0944160463442194,303.4475965107165,0.0988638576972236,0.2264,2.5295
1911,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.99799999999999,-2.7361875,1.08875,1.426875,67.9342356375,2.493125,0.446,-0.2495875,1.7112500000000002,-5.696187500000001,1.5708329787091884,1.5708399600261964,1.5707614202098565,871.7136965830464,0.09177325114149858,0.2392,1.9526
1912,33,80.0,0.0,0.1875,0.8125,11.1457,9.4822,10.1054,89.9994,89.9967,90.0,-2.7742500000000003,1.07125,1.3787500000000001,106.36268749999999,1.98125,0.5890625,-0.274175,1.785625,-5.59005,1.5707858548193845,1.5707387309295808,1.5707963267948966,1067.9968423093321,0.07490658851295459,0.1154,0.9503
1913,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,-2.7318316,1.09333,1.434998,63.3824328,2.561674,0.43731449999999994,-0.25032652,1.7000009999999999,-5.70550936,1.570672408418005,1.570928971818048,2.0944177916734716,310.75617966286774,0.09653870771788453,0.2936,2.2891
1914,33,80.0,0.6875,0.1562,0.1562,10.0963,8.6575,9.2862,90.0039,90.0019,90.0011,-2.7157867,1.101771,1.456114,47.375111987500006,2.778545,0.381865,-0.24190397,1.6676330000000001,-5.747494720000001,1.5708643946357244,1.5708294880506846,1.5708155254166685,811.694827650642,0.09855920879963086,0.1827,3.0060000000000002
1915,194,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,-2.7145,1.06,1.415,48.3522693,2.635,0.249,-0.18219999999999997,1.71,-5.7991,1.5711227033650195,1.5707701468561168,2.0944108103564636,795.4479767982816,0.10057225907092511,0.2248,2.6830000000000003
1916,206,80.0,0.5,0.3438,0.1562,9.3327,9.3323,9.3323,90.0033,90.0036,89.9969,-2.7226224,1.07562,1.424372,55.396108299999995,2.6006359999999997,0.337253,-0.21412728,1.705314,-5.75523904,1.5708539226602123,1.5708591586479685,1.5707422215880849,812.8018550765013,0.09842497221228705,0.1872,2.707
1917,33,40.0,0.375,0.1875,0.4375,5.2772,9.017999999999999,9.6441,90.0019,90.0001,90.0005,-2.741625,1.0862500000000002,1.42,73.424014475,2.42,0.46643749999999995,-0.2531,1.721875,-5.681025,1.5708294880506846,1.5707980721241486,1.5708050534411566,458.96068961083233,0.08715343362830769,0.2014,1.8082
1918,167,60.0,0.8333,0.1667,0.0,9.7069,4.8532,13.2099,89.9864,90.0145,120.0016,-2.7028345000000003,1.106662,1.471661,34.10654021538,2.951635,0.3283254,-0.23159506,1.6433400000000002,-5.78636794,1.5705589620166254,1.5710493995364359,2.0944230276612275,538.9294128622191,0.11133183412897042,0.0274,4.8849
1919,33,80.0,0.5938,0.1875,0.2188,10.2095,8.7473,9.375,90.0032,90.0015,90.0009,-2.7228678,1.095111,1.444207,54.21687852068,2.67619,0.39495939999999996,-0.24083468999999996,1.684857,-5.73465962,1.5708521773309605,1.5708225067336763,1.5708120347581647,837.2396172102295,0.09555209566715012,0.2116,2.5202
1920,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,-2.7123125000000003,1.0687499999999999,1.4256250000000001,45.6809279625,2.694375,0.26387499999999997,-0.19146249999999998,1.6975,-5.7967125,1.5708696306234802,1.5708731212819844,1.570731749612573,770.5067337515608,0.10382777527521893,0.11,3.4765
1921,227,40.0,0.75,0.25,0.0,5.7352,5.735,14.037,89.9997,90.0009,119.9977,-2.70575,1.095,1.4575,37.666903950000005,2.8725,0.3085,-0.21924999999999997,1.6600000000000001,-5.78955,1.5707910908071407,1.5708120347581647,2.094354959820399,399.84989476319817,0.10003754039672581,0.3441,1.4163
1922,12,80.0,0.1562,0.8125,0.0312,24.750999999999998,6.1421,5.8772,90.0,103.8047,90.0001,-2.7278822000000007,1.014889,1.358293,64.44677542932,2.3013100000000004,0.1847906,-0.13761531000000002,1.777643,-5.80289038,1.5707963267948966,1.8117337940449576,1.5707980721241486,867.6621158108547,0.09220178977762299,0.0475,2.134
1923,167,30.0,0.0,0.9167,0.0833,5.103,5.1024,13.719000000000001,90.0007,90.0004,119.9999,-2.7363315999999998,0.9983299999999999,1.3349980000000001,73.47941349999999,2.141674,0.17706449999999999,-0.12512652,1.807501,-5.79480936,1.5708085440996604,1.5708033081119046,2.0943933570639435,309.35247541995795,0.09697675752965558,0.1041,2.1723
1924,12,80.0,0.4688,0.1875,0.3438,24.3437,6.2281,6.1336,89.9997,104.7716,90.0001,-2.7337428,1.0901109999999998,1.430457,65.19643619568001,2.52994,0.43583439999999996,-0.24785969,1.7061069999999998,-5.70433462,1.5707910908071407,1.828609382582491,1.5707980721241486,899.210939850757,0.08896688914091469,0.1535,1.9159
1925,194,80.0,0.3125,0.25,0.4375,6.6053,6.605,24.4263,90.0125,90.0049,119.9919,-2.7438124999999998,1.0775000000000001,1.4093749999999998,76.0953558125,2.3606249999999998,0.4515625,-0.24383749999999998,1.734375,-5.6834125,1.571014492951396,1.5708818479282445,2.094253730723784,922.9732367167871,0.08667640275743756,0.3785,0.8826
1926,206,80.0,0.2812,0.125,0.5938,9.8123,9.812000000000001,9.8123,90.0014,90.0017,89.9984,-2.7530355999999996,1.088748,1.4134319999999998,84.48151205432,2.2965039999999997,0.5324226,-0.27114656,1.735946,-5.64071912,1.5708207614044245,1.5708259973921805,1.5707684015268648,944.7114403512908,0.08468194263663412,0.2108,1.4768
